"name","orig_id","streetAddress","state","location"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR004279","Carr  De Mendoza Esq  Calle 20","Santo Domingo","18.49931,-69.85049"
"FACIL COMERCIAL","ADR007151","Av San Vicente De Paul #328","Santo Domingo","18.498905,-69.852781"
"AGENTE DE REMESAS Y CAMBIO VIM","ADR003421","Autop  De San Isidro No  3","Santo Domingo","18.48499,-69.84044"
"COOPCENTRAL","ADR007382","Av. San Vicente De Paul No.224","Santo Domingo","18.502479,-69.855032"
"BANCO MULTIPLE VIMENCA  C  POR","ADR000572","San Vicente De Paul Esq. Carre","Santo Domingo","18.506385,-69.857271"
"COOPERATIVA DE AHORRO Y CREDITO NEYB","ADR007304","Carretera Mella Plaza Paola  Cansino","Santo Domingo","18.50765,-69.8541"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR000549","Av  Charles De Gaulle No  50","Santo Domingo","18.50804,-69.82842"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR003300","Carr  Mella Km 8 1 2 Cansino Ii","Santo Domingo","18.51897,-69.83727"
"FACIL COMERCIAL DE RODRIGUEZ SERRATA","ADR006743","Av Charles De Gaulle No 56","Santo Domingo","18.499761,-69.824309"
"COOPERATIVA EL PROGRESO","ADR007326","Carretera Mella No. 11516","Santo Domingo","18.515869,-69.841736"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR003410","Av  Venezuela No  100 Los Mina Viejo","Santo Domingo","18.50479,-69.8733"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR002134","Autop  Las Americas No  4 Ens  Ozama","Santo Domingo","18.48608,-69.87647"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR002585","Av  Charles De Gaulle Cansino Ii","Santo Domingo","18.5276,-69.83804"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR003278","C Miramar Norte Esq  Marginal Km 10 Aut","Santo Domingo","18.46609,-69.81927"
"COMUNICACIONES TECNICAS","ADR006985","Autopista San Isidro","Santo Domingo","18.49432,-69.81036"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR002574","Av  Mella Esquina Av  Duarte No  258","Santo Domingo","18.47742,-69.88757"
"AGENTE DE REMESAS Y CAMBIO VIM","ADR001946","Av  Padre Castellanos No  218 Esquina Ma","Santo Domingo","18.49769,-69.89275"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR003926","Av  Duarte No  78 Esquina Barahona","Santo Domingo","18.48093,-69.89115"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR001836","Av  Duarte No  194 Esq  Manuela Diez","Santo Domingo","18.48793,-69.89544"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR001957","Av  Los Restauradores Esq  Calle 13","Santo Domingo","18.53821,-69.86292"
"AGENTE DE REMESAS Y CAMBIO VIM","ADR006084","Av. Los Restauradores","Santo Domingo","18.541831,-69.861679"
"COMUNICACIONES TECNICAS","ADR006974","Av Charles De Gaulle Sabana Perdida","Santo Domingo","18.542377,-69.860044"
"COMUNICACIONES TECNICAS","ADR006963","Av La Pista Hainamosa","Santo Domingo","18.528396,-69.805837"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR004356","Av  J F Kennedy Esquina Maximo Gomez","Santo Domingo","18.48244,-69.91174"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR000561","Av  Maximo Gomez Esq  Nicolas De Ovando","Santo Domingo","18.50023,-69.91473"
"AGENTE DE REMESAS Y CAMBIO VIM","ADR001771","Av  Hermanas Mirabal No  449 Local  5","Santo Domingo","18.53099,-69.90699"
"COOPCENTRAL","ADR006666","Av Expreso Quinto Centenario Edif No 9","Distrito Nacional","18.485124,-69.904066"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR004158","Av  Hermanas Mirabal Esq  Charles De Gau","Santo Domingo","18.5447,-69.8989"
"SUPEFARMACIA KAREN  SRL","ADR004466","Av. Nicolas De Ovando #936","Santo Domingo","18.499179,-69.923597"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR004280","Av  Jose Contreras Esq  Av  Alma Mater","Santo Domingo","18.46369,-69.91911"
"COOPERATIVA LA CANDELARIA","ADR007337","Av. 27 De Feb, Esq. Paseo De P","Distrito Nacional","18.47669,-69.91178"
"BANCO MULTIPLE VIMENCA  SA","ADR004565","Ave. Lope De Vega Esq. Rafael","Santo Domingo","18.470991,-69.931393"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR003234","Av  Abraham Lincoln No  306","Santo Domingo","18.46182,-69.92852"
"INVERSIONES EC","ADR006819","Jose Contreras Esq Elvira De M","Distrito Nacional","18.466072,-69.91242"
"BANCO MULTIPLE VIMENCA  C  POR","ADR004301","Av Abraham Lincoln  Esq J F Ke","Distrito Nacional","18.483631,-69.939474"
"FARMACIA METROPOLITANA  S R L","ADR004477","Plaza Metropolitana, Local 110","Santo Domingo","18.483146,-69.921131"
"CARMELO GONZALEZ Y ASOC","ADR004004","C/ Luis Amiama Tio No. 147","Santo Domingo","18.503035,-69.943035"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR002596","Av  W  Churchill Esq  Av  Gustavo M  Ric","Santo Domingo","18.47267,-69.94218"
"AEROFARMACIA 101","ADR006183","Centro Comercial De La Fard","Santo Domingo","18.520762,-69.769613"
"FACIL COMERCIAL","ADR007140","Calos Alvarez, Carretera De Ya","Santo Domingo","18.553422,-69.90333"
"BANCO VIMENCA SA","ADR006073","Av Abrham Lincoln 312","Distrito Nacional","18.461948,-69.928485"
"AGENTE DE REMESAS Y CAMBIO VIM","ADR006622","Abraham Lincoln 306, La Julia","Distrito Nacional","18.461984,-69.928547"
"AGENTE DE REMESAS Y CAMBIO VIM","ADR006644","Abraham Lincoln #306 La Julia","Santo Domingo","18.461641,-69.928432"
"CUENTA TRAINNING","ADR006820","Av  Abraham Lincoln No  306","Santo Domingo","18.46182,-69.92852"
"VIMENCA S A","ADR004839","Av  Nunez De Caceres Esq  Guarocuya","Santo Domingo","18.459762,-69.957308"
"VIMENPAQ CHURCHILL","ADR004620","Av. Winston Churchill #5a","Santo Domingo","18.460375,-69.933657"
"RUAMAR","ADR006699","Av 27 De Febrero Esq Winston Churchill","Distrito Nacional","18.464146,-69.936482"
"FACIL COMERCIAL","ADR004686","Av Principal  97","Santo Domingo","18.536658,-69.932093"
"VIMENPAQ","ADR006633","Supermercado Nacional Arroyo H","Santo Domingo","18.502146,-69.942784"
"COMUNICACIONES TECNICAS","ADR006996","Bulevar La Mujer Ciudad Juan Bosch","Santo Domingo","18.493407,-69.746467"
"SUPER MERCADO TELLUS","ADR006194","Av. Jacobo Majluta No. 07","Santo Domingo","18.552518,-69.926586"
"BANCO MULTIPLE VIMENCA C  POR","ADR003542","Ave Isabel Aguiar Local B 8","Santo Domingo","18.475728,-69.971159"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR003850","Av  Luperon Esq  Gustavo M  Ricart","Santo Domingo","18.4632,-69.96835"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR003762","Av  Luperon Antiguo Aeropuerto Herrera","Santo Domingo","18.46629,-69.96957"
"ASOCIACION MOCANA OFICINA PRINCIPAL MOCA","ADR007249","Av Romulo Betancourt 306 Bella Vista","Distrito Nacional","18.457574,-69.940239"
"COOP AHORRO Y CREDITO CENTRAL","ADR004718","Av. 27 De Febrero No. 338","Santo Domingo","18.459727,-69.94121"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR004444","Av  Independencia Km 8 1 2","Santo Domingo","18.43591,-69.95805"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR003553","Autop  Duarte Km 10 1 2","Santo Domingo","18.48896,-69.97813"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR004268","Autop  Duarte Km  17","Santo Domingo","18.488972,-69.978132"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR004828","Av  Republica De Colombia","Santo Domingo","18.5074,-69.98512"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR000660","Av  27 De Febrero No  1300 Plaza Jean Lu","Santo Domingo","18.45105,-69.9781"
"CAPITAL COACH LINE","ADR006336","Av. 27 De Febrero, No. 442","Distrito Nacional","18.453922,-69.956564"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR004103","Av  Prolongacion 27 De Febrero","Santo Domingo","18.48361,-69.99643"
"COOPCENTRAL","ADR006677","Km 9 Autopista Duarte","Santo Domingo","18.479239,-69.969097"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR002013","Autop  Duarte Km  13 1 2","Santo Domingo","18.50629,-70.00214"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR002705","Av  Independencia Esquina Av  Luperon","Santo Domingo","18.42843,-69.98927"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR004554","Av  Duarte No  90","Santo Domingo","18.52147,-70.01754"
"BANCO MULTIPLE VIMENCA","ADR006831","Av Rep De Colombia","Distrito Nacional","18.507388,-69.984775"
"COOPERATIVA MANOGUAYABO","ADR007184","Prolongacion 27 De Febrero","Santo Domingo","18.483437,-69.9979"
"COMUNICACIONES TECNICAS","ADR006941","Rumaldo Rodriguez Esq Conrado Mieses","Santo Domingo","18.480461,-70.004887"
"COOPERATIVA EL PROGRESO","ADR004653","C/carlos Manuel Pumarol #6","Santo Domingo","18.55941,-69.697481"
"COOP DE AHORRO Y CREDITO MANOG","ADR003498","Calle Santa Clara No  1","Santo Domingo","18.477959,-70.008942"
"FACIL COMERCIAL","ADR004608","Calle Sanchez # 5","San Cristobal","18.412673,-70.032236"
"FACIL COMERCIAL DE RODRIGUEZ S","ADR006028","Calle 27 De Febrero, No. 5,","Santo Domingo","18.44562,-69.634731"
"COMUNICACIONES TECNICAS","ADR006952","Autopista Las Americas","Santo Domingo","18.45123,-69.671505"
"MELISSA URENA COMERCIAL","ADR006259","Calle Duarte No. 296","Santo Domingo","18.524156,-70.031244"
"MELISSA URENA COMERCIAL  EIRL","ADR004785","Calle Principal No.42","Santo Domingo","18.481376,-70.040512"
"AGRO ESTRELLA","ADR001924","Calle Duarte No. 125","Santo Domingo","18.687987,-69.867814"
"CARMELO GONZALEZ Y ASOC","ADR002639","Carretera Sanchez Madre Vieja","San Cristobal","18.415237,-70.101772"
"COOPERATIVA  EL PROGRESO","ADR007348","Calle 27 De Febrero No. 19, An","Santo Domingo","18.447443,-69.631716"
"CARMELO GONZALEZ Y ASOC","ADR000758","C Padre Ayala Esq  Padre Borbon 103","San Cristobal","18.416367,-70.109809"
"FARMACIA SAN GREGORIO","ADR006172","Calle Sanchez, Km 21, Nigua.","San Cristobal","18.385843,-70.053117"
"FACIL COMERCIAL","ADR007173","Duarte No.36","Santo Domingo","18.447722,-69.606944"
"ELECTRO MUEBLES HGHN","ADR006512","Autopista Duarte Km 25 N 96","Santo Domingo","18.568447,-70.09267"
"COOPERATIVA EL PROGRESO","ADR002057","Calle Gaston F  Deligne No  2","Monte Plata","18.756111,-69.637531"
"COOPCENTRAL","ADR006655","Duarte No 13","San Cristobal","18.414352,-70.109811"
"RUAMAR","ADR006721","Av Constitucion Esq Armando Nivar","San Cristobal","18.420563,-70.114084"
"CARMELO GONZALEZ AND ASOCIADOS","ADR004509","Carretera Sanchez #13","San Cristobal","18.414702,-70.116563"
"COOPERATIVA EL PROGRESO","ADR003388","Calle Gaston Deligne No  6","Monte Plata","18.76658,-70.022447"
"COOP NUESTRA SRA  DE LA CANDEL","ADR003883","Calle Altagracia No. 65","Monte Plata","18.809271,-69.784846"
"CENTRO DE SERVICIOS JUAN JOSE","ADR006138","Calle La Trinitaria","San Cristobal","18.454364,-70.185404"
"COOPERATIVA LA CANDELARIA","ADR007403","Av Maria Estevez","Monte Plata","18.771755,-70.025299"
"RUAMAR","ADR006875","Mella No.03, Pueblo Abajo","Monte Plata","18.753512,-69.63596"
"CREDITOS Y AGUATE","ADR002518","Calle Orlando Martinez 73","San Cristobal","18.334879,-70.178315"
"SUPERMERCADO JOEL Y JIMENEZ","ADR006468","Av Juan Pablo Duarte No 83","San Cristobal","18.672878,-70.174843"
"COOP DE AHORRO Y CREDITO EL PR","ADR006040","Calle Principal, El Caserio","Monte Plata","18.812406,-70.034767"
"LAMACOM  C  X A","ADR000550","Carretera Las Americas","San Pedro De Macoris","18.425778,-69.424765"
"REPUESTOS VARGAS","ADR001539","Calle Duarte 47","San Pedro De Macoris","18.555371,-69.411539"
"ASOC PERAVIA DE AHORROS Y PRES","ADR004071","C/ Sanchez No. 56","Peravia","18.243494,-70.198578"
"COOPERATIVA DE AHORRO Y CREDIT","ADR004334","Calle Duarte No. 78-b","Peravia","18.244297,-70.199598"
"LAMACOM CxA","ADR001573","Avenida Boulevard 1","San Pedro De Macoris","18.428444,-69.394251"
"COOP  RIO GRANDE","ADR004664","Av. Hermanas Mirabal #29","Puerto Plata","19.669641,-70.828914"
"ASOCIACION MOCANA OFICINA PRINCIPAL MOCA","ADR007227","Duarte Esq San Jose","Puerto Plata","19.671098,-70.82979"
"FERRETERIA Y FABRICA DE BLOCKS","ADR003311","Avenida Hermanas Mirabal No  3","Puerto Plata","19.754942,-70.831328"
"FARMACIA M S K","ADR000880","Calle Altagracia # 7","Puerto Plata","19.724651,-70.923227"
"COOPERATIVA LA ALTAGRACIA","ADR006491","Aut Joaquin Balaguer No 136","Santiago","19.559197,-70.869205"
"COOPERATIVA SAN MIGUEL INC","ADR006402","Av Jose Manuel Pena Hijo 19","Santiago","19.540104,-70.790167"
"SUPERMERCADO JOSE LUIS  SRL","ADR004059","Ave. Manolo Tavarez Justo No.2","Puerto Plata","19.785231,-70.686687"
"BEPAMS INVERSIONES SRL","ADR006523","Calle 26 De Agosto 11b","Puerto Plata","19.787859,-70.683091"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR001935","Av  Malecon Esquina 16 De Agosto","Puerto Plata","19.7956,-70.68457"
"SUPER PLAZA VENEZUELA","ADR004543","Ave. Estrella Sadhala #98","Santiago","19.485883,-70.711921"
"RUAMAR SRL","ADR007029","Av Manolo Tavarez Justo 33","Puerto Plata","19.785467,-70.686625"
"CENTRO HIERRO LA FUENTE","ADR003816","Av. 27 De Febrero Esq. Imbert","Santiago","19.473517,-70.713997"
"SERVICIOS GLOBALES ROJAS","ADR000396","Calle Maria Trinidad Sanchez 6","Valverde","19.577482,-70.989546"
"SUPERMERCADO JOSE LUIS","ADR006457","27 De Febrero, Esq Beller # 04","Puerto Plata","19.793861,-70.685713"
"COOPERATIVA GUATAPANAL  INC","ADR004378","Calle Duarte, Plaza Espinal","Valverde","19.506398,-70.91998"
"RAFA PEREZ  S R L","ADR004499","Carretera Luperon Km 7 1/2","Santiago","19.4965,-70.652443"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR001858","C Bartolome Colon Esq  German Soriano","Santiago","19.45831,-70.70191"
"COOPERATIVA LA CANELA","ADR004675","C/antonio Guzman Fernandez","Santiago","19.473771,-70.810979"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR001847","C El Sol No  104 La Sirena","Santiago","19.45117,-70.70508"
"SUPERMERCADO CENTRAL   S A","ADR004015","Av  27 De Febrero 65 Cerros De Gurabo","Santiago","19.460979,-70.684573"
"BANCO VIMENCA","ADR000297","Ave. Independencia 30","Santiago","19.452436,-70.697707"
"MUEBLERIA CENTRAL","ADR000516","C Duarte 142","Puerto Plata","19.739537,-71.030083"
"COOPERATIVA SAN MIGUEL INC","ADR007250","Calle 1ra No 44 Ens Libertad","Santiago","19.48513,-70.729241"
"SUPER TIENDA MYD","ADR000165","Calle 27 De Febrero 88","Valverde","19.555459,-71.072346"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR003993","Autop Duarte Esq Rafael Vidal El Embrujo","Santiago","19.44379,-70.66998"
"COOPERATIVA SAN MIGUEL INC","ADR006424","Emilio Prud Homme 01 Bella Vista","Santiago","19.45161,-70.781896"
"MUEBLERIA LA ALTAGRACIA","ADR001881","Calle Principal 91","Puerto Plata","19.730599,-70.601534"
"CENTRO HIERRO LA FUENTE","ADR003717","Ave Circunvalacion # 3","Santiago","19.425045,-70.681415"
"COOPERATIVA SAN MIGUEL INC","ADR007272","Av Bartolome Colon Plaza Jorge Ii","Santiago","19.45791,-70.700797"
"RUAMAR SRL","ADR007052","Carretera Gregorio Luperon Km 3 1 2 210","Santiago","19.479897,-70.665046"
"AGENTE DE REMESAS Y CAMBIO VIMENCA SA","ADR000428","C Alejo Martinez No  13","San Pedro De Macoris","19.762867,-70.51385"
"SUPERMERCADO UNIVERSITARIO SRL","ADR003751","Ave.antonio Guzman #90","Santiago","19.439792,-70.721554"
"ASOCIACION MOCANA OFICINA PRINCIPAL MOCA","ADR007238","Av Juan Pablo Duarte Bella Terra Mall","Santiago","19.458182,-70.684561"
"COOPERATIVA SAN MIGUEL INC","ADR006435","Fernando Valerio 92","Santiago","19.444677,-70.708122"
"FARMACIA ALEJANDRA","ADR000637","Calle Juan Pablo Duarte 121","Puerto Plata","19.889559,-70.963561"
"FOTO STUDIO MABEL","ADR001177","Calle Duarte 139 A","Valverde","19.649217,-71.103622"
"J A  DURAN CXA","ADR001221","Calle Cristobal Colon # 8","Puerto Plata","19.818397,-71.054914"
"COOPERATIVA SAN MIGUEL INC","ADR007261","Av Yapur Dumit No 30","Santiago","19.424824,-70.697528"
"RUAMAR","ADR006907","Av Circunvalacion No.430a","Santiago","19.428582,-70.688257"
"FARMACIA DILCIA MERCEDES","ADR002662","Calle Real 106","Santiago","19.485569,-70.60982"
"COOPERATIVA SAN MIGUEL INC","ADR006392","Calle Pablo Steele Antigua","Santiago","19.397532,-70.743373"
